Name,Price,Provider,Review,Rating,Link,Wifi,Breakfast,Parking,Restaurant,StreetAddress,ExtendedAddress,Locality,Latitude,Longitude
Siddhartha Garden Ayurveda, 3837,Expedia,108,5,https://www.tripadvisor.com/Hotel_-g293891-d2335441--Siddhartha_Garden_Ayurveda-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,World Peace Pagoda,Dungepani,"Pokhara 33411, ",28.233599,83.987389
Hotel The Cherry Garden, 624,Expedia,318,5,https://www.tripadvisor.com/Hotel_-g293891-d4282438--Hotel_The_Cherry_Garden-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Lalupate marg, Lakeside 6", ,"Pokhara 00977, ",28.2125993,83.959177
Hotel White Pearl, 4412,Booking.com,157,5,https://www.tripadvisor.com/Hotel_-g293891-d11925759--Hotel_White_Pearl-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Barahi Path,Lakeside,"Pokhara 33411, ",28.2082563,83.9574207
Mount View Pokhara, 2963,Booking.com,222,4.5,https://www.tripadvisor.com/Hotel_-g293891-d9702374--Mount_View_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Durbar Marga, Lakeside-6", ,"Pokhara 33700, ",28.2077245,83.9594266
The Third Eye Inn, 1323,Booking.com,113,5,https://www.tripadvisor.com/Hotel_-g293891-d5860396--The_Third_Eye_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Pahari Marg,"Lakeside, Baidam 6","Pokhara 33411, ",28.2103354,83.9591818
Dahlia Boutique Hotel Pokhara, 4004,Booking.com,261,5,https://www.tripadvisor.com/Hotel_-g293891-d8493941--Dahlia_Boutique_Hotel_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,6 Baidam Road,Lakeside,"Pokhara 33411, ",28.2168727,83.9587303
Hotel Blossom, 1248,Booking.com,102,5,https://www.tripadvisor.com/Hotel_-g293891-d11893183--Hotel_Blossom-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,Middle Path St,Lakeside - 6,"Pokhara 33700, ",28.211048,83.9598301
Hotel City Inn, 3193,Booking.com,230,4.5,https://www.tripadvisor.com/Hotel_-g293891-d8309982--Hotel_City_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,true,false,false,"Lakeside, Gaurighat-6 shiva Marga",opposite Hotel Trekkers Inn,"Pokhara 33700, ",28.2060521,83.961744
Aroma Tourist Hostel, 1426,Booking.com,56,5,https://www.tripadvisor.com/Hotel_-g293891-d12430268--Aroma_Tourist_Hostel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Nareshwor, Lakeside, Baidam-6",Gandaki,"Pokhara 00977, ",28.2117055,83.9643963
Kuti Resort & Spa, 4634,Booking.com,118,4.5,https://www.tripadvisor.com/Hotel_-g293891-d12102014--Kuti_Resort_Spa-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside-6, ,"Pokhara 33700, ",28.2043154,83.9661385
Hotel Karuna, 2554,Booking.com,62,4.5,https://www.tripadvisor.com/Hotel_-g293891-d12172169--Hotel_Karuna-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,Lalupate Marga,"Pokhara 33700, ",28.2272466,83.9827634
My Hotel, 2230,Agoda.com,71,5,https://www.tripadvisor.com/Hotel_-g293891-d11737091--My_Hotel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,"Gaurighat, Lakeside","Pokhara 33700, ",28.2064259,83.9610453
Hotel Raniban Arcade, 3929,Expedia,87,5,https://www.tripadvisor.com/Hotel_-g293891-d11668544--Hotel_Raniban_Arcade-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Gaurighat, Lakeside -6", ,"Pokhara 33411, ",27.7133478,85.3494759
Hotel Celesty, 1713,Hotels.com,121,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1754901--Hotel_Celesty-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,Off Baidem Road, ,"Pokhara 33411, ",28.2168727,83.9587303
Sadhana Yoga Retreat Centre, 2568,Expedia,293,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1763085--Sadhana_Yoga_Retreat_Centre-Pokhara_Gandaki_Zone_Western_Region.html,false,true,false,false,Sedi Bagar, ,"Pokhara 33411, ",28.2405517,83.9876532
Hotel Pokhara View, 2848,TripAdvisor,84,5,https://www.tripadvisor.com/Hotel_-g293891-d8816548--Hotel_Pokhara_View-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lake Side, ,"Pokhara 33411, ",28.2087433,83.9598732
Hotel Diplomat, 1296,TripAdvisor,181,5,https://www.tripadvisor.com/Hotel_-g293891-d1935387--Hotel_Diplomat-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Gaurighat - in Lakeside near Royal Palace, ,"Pokhara 163, ",28.2053021,83.9616364
Hotel Fewa Holiday Inn, 1132,Booking.com,150,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2205612--Hotel_Fewa_Holiday_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Lakeside, Gaurighat",Shiva Temple Street,"Pokhara 33411, ",28.207192,83.962862
The Pavilions Himalayas, 15630,Booking.com,126,4.5,https://www.tripadvisor.com/Hotel_-g293891-d8074524--The_Pavilions_Himalayas-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,No 25 Ward,"Chisapani, Pumdi Bhumdi","Pokhara 33411, ",28.1807917,83.9317811
Bishnu Homestay, 1311,Expedia,58,5,https://www.tripadvisor.com/Hotel_-g293891-d8768208--Bishnu_Homestay-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Sedibagar, Panchasemarga","August Street, Sarangkot Sedi","Pokhara 33700, ",,
Begnas Coffee House, 728,Booking.com,58,5,https://www.tripadvisor.com/Hotel_-g293891-d6822944--Begnas_Coffee_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,11 Lekhantha,Pachabhaiya,"Pokhara 33411, ",,
Pokhara Eco Resort, 1406,Expedia,127,4,https://www.tripadvisor.com/Hotel_-g293891-d4754595--Pokhara_Eco_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Barahi Marg, Baidam-6",Lakeside,"Pokhara 5801, ",28.208175,83.957948
Hotel Third Pole, 3881,Expedia,126,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2467222--Hotel_Third_Pole-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Halan Chock, Dihiko Patan Road", ,"Pokhara 33700, ",28.2095686,84.0105823
Peace Dragon Lodge, 3380,Expedia,86,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1756745--Peace_Dragon_Lodge-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,World Peace Pagoda,Pumdi Bhumdi VDC1,"Pokhara 33411, ",28.2002337,83.947252
Shangri-La Village Pokhara, 8385,Expedia,296,4,https://www.tripadvisor.com/Hotel_-g293891-d338292--Shangri_La_Village_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Gharipatan, ,"Pokhara 33411, ",28.1874169,83.9717805
Hotel Snowland, 3263,Expedia,147,4.5,https://www.tripadvisor.com/Hotel_-g293891-d951842--Hotel_Snowland-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside Rd, ,"Pokhara 33700, ",28.2053021,83.9616364
Hotel Crown Himalayas, 2425,Booking.com,143,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2589957--Hotel_Crown_Himalayas-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Peaceful Marga, Lake Side", ,"Pokhara 00977, ",28.2067354,83.9640065
Hotel Tara, 1984,Booking.com,182,4.5,https://www.tripadvisor.com/Hotel_-g293891-d3519215--Hotel_Tara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Shivalaya Marga, Lakeside - 6",Gaurighat,"Pokhara 33700, ",28.2092512,83.9821873
Green Tara Hotel, 1784,Expedia,157,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1230314--Green_Tara_Hotel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside 6 Gaurighat Ratanamandir,Lakeside,"Pokhara 33411, ",28.2064259,83.9610453
The Castle Resort, 1828,Expedia,125,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1160591--The_Castle_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"6 Lakeside, Pokhara", ,"Pokhara 33411, ",28.2043154,83.9661385
Hotel Lotus Inn, 892,Expedia,175,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2171825--Hotel_Lotus_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,6 Baidam,Gaurighat,"Pokhara 33411, ",28.2054222,83.9671501
Hotel Mantra Inn, 2192,Booking.com,41,5,https://www.tripadvisor.com/Hotel_-g293891-d10410359--Hotel_Mantra_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside - 6,Pokhara Gandaki Zone,"Pokhara 00977, ",28.2043154,83.9661385
Hotel Sunflower, 1070,Booking.com,43,5,https://www.tripadvisor.com/Hotel_-g293891-d9994737--Hotel_Sunflower-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,"Dehikopatan, Lakeside", ,"Pokhara 33411, ",28.2053021,83.9616364
Hotel Spring, 2473,Booking.com,34,5,https://www.tripadvisor.com/Hotel_-g293891-d12341970--Hotel_Spring-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Durbar Marg Ln,Lakeside,"Pokhara 33700, ",28.2076996,83.9599429
Nepali Cottage Guest House, 642,Hotels.com,86,4.5,https://www.tripadvisor.com/Hotel_-g293891-d3323301--Nepali_Cottage_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,Pahari Marg, ,"Pokhara 977, ",28.1758641,83.9567348
Hotel Utsab Himalaya, 4535,Expedia,47,5,https://www.tripadvisor.com/Hotel_-g293891-d8683789--Hotel_Utsab_Himalaya-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Multhok Path, Lakeside", ,"Pokhara 33700, ",,
Hotel Peace Plaza, 1517,Expedia,178,4,https://www.tripadvisor.com/Hotel_-g293891-d1190759--Hotel_Peace_Plaza-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,6 Lakeside, ,"Pokhara 33411, ",,
Hotel Landmark Pokhara, 6555,Expedia,349,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1597884--Hotel_Landmark_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Landmark Chowk,"Lakeside, Pokhara,Nepal","Pokhara 33411, ",28.2079675,83.9577644
Hotel ButterCup, 1164,Expedia,105,4.5,https://www.tripadvisor.com/Hotel_-g293891-d8730714--Hotel_ButterCup-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Shiva Temple Street, Gaurighat Lakeside", ,"Pokhara 33700, ",28.2068918,83.9624716
The Lakeside Retreat, 3950,Expedia,212,4,https://www.tripadvisor.com/Hotel_-g293891-d338301--The_Lakeside_Retreat-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,6 Lake Side, ,"Pokhara 33411, ",28.2043154,83.9661385
New Summit Guest House, 1495,Booking.com,53,5,https://www.tripadvisor.com/Hotel_-g293891-d6480235--New_Summit_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside, ,"Pokhara 33411, ",28.2103354,83.9591818
Hotel Haven O'Ganga, 3476,Booking.com,30,5,https://www.tripadvisor.com/Hotel_-g293891-d12922890--Hotel_Haven_O_Ganga-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,49 Samikopatan Marga,"Samiko Patan Marga, Lakeside","Pokhara 33700, ",37.5725791,21.5861525
Dandelion Hotel, 4454,Hotels.com,81,4.5,https://www.tripadvisor.com/Hotel_-g293891-d5605796--Dandelion_Hotel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Barahi Path,Lakeside-6,"Pokhara 00977, ",,
Hotel The Coast, 2447,Booking.com,86,4.5,https://www.tripadvisor.com/Hotel_-g293891-d8814151--Hotel_The_Coast-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Baidam Road, Khahare, Lakeside-6", ,"Pokhara 33700, ",28.2182632,83.9587641
Hotel SwapnaBagh, 3286,Booking.com,72,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7279089--Hotel_SwapnaBagh-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Center-point Lakeside, ,"Pokhara 33700, ",28.2240552,83.9897644
Hotel Magnolia Pokhara, 1961,Booking.com,49,5,https://www.tripadvisor.com/Hotel_-g293891-d10754168--Hotel_Magnolia_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Ammot Street,Lakeside-6,"Pokhara 33411, ",28.2073616,83.9592197
Zostel Pokhara, 1634,Booking.com,56,4.5,https://www.tripadvisor.com/Hotel_-g293891-d13230982--Zostel_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Pokhara 18,"Sedi Bagar, Lakeside","Pokhara 33700, ",28.2238538,83.9516258
Hotel Jal Mahal, 6291,Expedia,80,4.5,https://www.tripadvisor.com/Hotel_-g293891-d5961184--Hotel_Jal_Mahal-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,Gharipatan,"Pokhara, ",28.1874169,83.9717805
Hotel Peninsula, 2840,Expedia,123,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2064976--Hotel_Peninsula-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Lakeside, Lalupate marg", ,"Pokhara 83, ",28.2125993,83.959177
Rupakot Resort, 16651,Expedia,102,4.5,https://www.tripadvisor.com/Hotel_-g293891-d6943065--Rupakot_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Kaski, ,"Pokhara 44600, ",,
Da Yatra Courtyard Hotel & Resort, 5785,Expedia,195,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7209237--Da_Yatra_Courtyard_Hotel_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Pahari Marg , Lakside-6", ,"Pokhara 33700, ",28.2182895,83.9587979
Hotel Virgin Pokhara, 1070,Booking.com,31,5,https://www.tripadvisor.com/Hotel_-g293891-d12934060--Hotel_Virgin_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,Lakeside - 6, ,"Pokhara 44601, ",28.2114719,83.9570788
Sweet Dreams Guest House, 1070,Booking.com,34,5,https://www.tripadvisor.com/Hotel_-g293891-d11924561--Sweet_Dreams_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,"Khahare, Lakeside", ,"Pokhara 33700, ",,
Yeti Guest House, 1694,Booking.com,21,5,https://www.tripadvisor.com/Hotel_-g293891-d12909209--Yeti_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,Lakeside-6,Pokhara Center Point,"Pokhara 33700, ",28.2112959,83.9568758
R&R Guest House, 970,Booking.com,36,4.5,https://www.tripadvisor.com/Hotel_-g293891-d4340901--R_R_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Barahi Street Lakeside 6,House no 115,"Pokhara 33700, ",,
Hotel Hakoniwa, 1071,Booking.com,53,4.5,https://www.tripadvisor.com/Hotel_-g293891-d3870940--Hotel_Hakoniwa-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Barahi Path,Lakeside,"Pokhara 33411, ",28.2082563,83.9574207
Hotel Harmony, 970,Expedia,33,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7203843--Hotel_Harmony-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,Khahare (Lakeside North), ,"Pokhara 33411, ",28.1482293,83.8764575
Hotel Lakefront (P) Ltd., 4366,Booking.com,158,4.5,https://www.tripadvisor.com/Hotel_-g293891-d4736884--Hotel_Lakefront_P_Ltd-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Baidam Rd,Lakeside,"Pokhara 00000, ",28.2152764,83.9583749
Hotel Asia, 2519,Booking.com,79,4,https://www.tripadvisor.com/Hotel_-g293891-d3935582--Hotel_Asia-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Lakeside 6, Phewa Lake", ,"Pokhara 33411, ",28.2153837,83.9453168
Lake View Resort, 4251,Expedia,134,4,https://www.tripadvisor.com/Hotel_-g293891-d1533065--Lake_View_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Baidam 6,Lake Side,"Pokhara 061, ",28.2067354,83.9640065
Placid Valley Lodge, 2205,Booking.com,50,5,https://www.tripadvisor.com/Hotel_-g293891-d1795384--Placid_Valley_Lodge-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Durbar Marg,"Lake side, Gaurighat","Pokhara 33700, ",28.2077575,83.9599764
Hotel Mountain View, 1096,Expedia,44,4.5,https://www.tripadvisor.com/Hotel_-g293891-d5982537--Hotel_Mountain_View-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside, ,"Pokhara 33411, ",28.2103354,83.9591818
Hotel Venus, 1587,Expedia,23,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7733259--Hotel_Venus-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,"Lakeside - 6, Khahare Chowk",Baidam,"Pokhara 33700, ",,
Hotel Center Lake Pokhara, 2185,Booking.com,81,4,https://www.tripadvisor.com/Hotel_-g293891-d4883891--Hotel_Center_Lake_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Gaurighat Path,"Gaurighat, Lakeside-6","Pokhara 33700, ",,
Galaxy Inn Guest House, 802,Booking.com,26,5,https://www.tripadvisor.com/Hotel_-g293891-d7119505--Galaxy_Inn_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Lakeside, Pokhara-6", ,"Pokhara 33700, ",28.2043154,83.9661385
Blue Planet Lodge, 2140,Expedia,72,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1917181--Blue_Planet_Lodge-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,Durbar Marg Lane 1/12,Gaurighat Lakeside,"Pokhara 33411, ",28.2076996,83.9599429
Bagaincha Wellness Resort, 6239,Expedia,18,5,https://www.tripadvisor.com/Hotel_-g293891-d13137942--Bagaincha_Wellness_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Barahi Path,Lake Side,"Pokhara 33411, ",28.2084506,83.9585592
Hotel Iceland, 4011,Booking.com,47,4.5,https://www.tripadvisor.com/Hotel_-g293891-d12224021--Hotel_Iceland-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,Lakeside,"Pokhara 33700, ",28.2087433,83.9598732
Nar-Bis Hotel, 2587,Booking.com,43,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7897747--Nar_Bis_Hotel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,"Happy Village, Pokhara 26","Pokhara, ",28.227879,83.9382227
Hotel Marigold, 802,Booking.com,38,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1631801--Hotel_Marigold-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,6 Lakeside,(near Camping Ground),"Pokhara 33411, ",28.2103354,83.9591818
Big Pillow Inn, 4011,Booking.com,27,5,https://www.tripadvisor.com/Hotel_-g293891-d10040751--Big_Pillow_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,2 Mansorawor Path,Lakeside 6,"Pokhara 33411, ",28.2073616,83.9592197
Tuki Resort, 4567,Agoda.com,36,5,https://www.tripadvisor.com/Hotel_-g293891-d12102123--Tuki_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside Rd, ,"Pokhara 33411, ",28.2053021,83.9616364
Hotel Garden, 3919,Expedia,38,5,https://www.tripadvisor.com/Hotel_-g293891-d1224518--Hotel_Garden-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Phewa Lake Dam Side Pardi,PO Box 239,"Pokhara 33411, ",28.1952045,83.9704924
Katero, 3568,Expedia,22,5,https://www.tripadvisor.com/Hotel_-g293891-d13171624--Katero-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false, ,"Shantipatan, Lakeside","Pokhara 33700, ",28.2053021,83.9616364
Annapurna Mon Village, 2140,Expedia,45,5,https://www.tripadvisor.com/Hotel_-g293891-d7145829--Annapurna_Mon_Village-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lamsal Thar,Ghachok-3,"Pokhara 33700, ",28.1934989,83.9584328
Top Choice Guest Home, 1285,Expedia,26,5,https://www.tripadvisor.com/Hotel_-g293891-d11897846--Top_Choice_Guest_Home-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,"Lakeside 6, Khahare Bangladi 300 meter behind three sister guest house", ,"Pokhara 33700, ",28.237987,83.9955879
OYO 11460 Hotel Romantica, 2136,Agoda.com,38,5,https://www.tripadvisor.com/Hotel_-g293891-d12221691--OYO_11460_Hotel_Romantica-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Gaurighat Marg Lakeside 6, ,"Pokhara 33700, ",28.208086,83.960561
Jurassic Resort & Villas, 17825,Expedia,8,5,https://www.tripadvisor.com/Hotel_-g293891-d12186046--Jurassic_Resort_Villas-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Sarangkot Road Suite,Methlang Village,"Pokhara 33700, ",28.2263949,83.9641732
Hotel Kantipur Pokhara, 5348,Booking.com,128,3.5,https://www.tripadvisor.com/Hotel_-g293891-d1212135--Hotel_Kantipur_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside, ,"Pokhara 33411, ",28.2103354,83.9591818
Pokhara Batika, 5995,Booking.com,54,4.5,https://www.tripadvisor.com/Hotel_-g293891-d12300336--Pokhara_Batika-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside,Gaurighat,"Pokhara 33700, ",28.2043154,83.9661385
Himalayan Deurali Resort, 4851,Booking.com,41,4,https://www.tripadvisor.com/Hotel_-g293891-d4105324--Himalayan_Deurali_Resort-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Dhikurpokhari - 2, Nagdada, Kaski", ,"Pokhara 00977, ",,
Hotel Queens Park, 4850,Agoda.com,68,4.5,https://www.tripadvisor.com/Hotel_-g293891-d11918320--Hotel_Queens_Park-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Pokhara-6,Lakeside,"Pokhara 33700, ",28.2043154,83.9661385
Hotel Guru, 1961,Booking.com,12,5,https://www.tripadvisor.com/Hotel_-g293891-d13817944--Hotel_Guru-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false,Lakeside-6, ,"Pokhara 33700, ",28.2043154,83.9661385
Panoramic View Guesthouse Sarangkot, 1961,Booking.com,40,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2391811--Panoramic_View_Guesthouse_Sarangkot-Pokhara_Gandaki_Zone_Western_Region.html,true,true,false,false,3 Sarangkot, ,"Pokhara 33700, ",28.2439298,83.9486254
Hotel God Pigeon, 582,Booking.com,39,4.5,https://www.tripadvisor.com/Hotel_-g293891-d10074563--Hotel_God_Pigeon-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"No. 34 Darbar Marg , House","Gaurighat,Lake Side-6","Pokhara 33411, ",27.7133478,85.3494759
Hotel Lake Side, 3756,Expedia,24,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1426220--Hotel_Lake_Side-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,126 Main Street,Lake Side,"Pokhara 33700, ",28.2048399,83.9624841
Hotel Stupa, 1751,Expedia,68,4,https://www.tripadvisor.com/Hotel_-g293891-d1197584--Hotel_Stupa-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Middlepath Street,"Lake Side, Baidam","Pokhara 00977, ",28.2110076,83.9594965
Rustika Guest House, 1323,Booking.com,48,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2188181--Rustika_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Lakeside Gaurighat 6 Baidam, ,"Pokhara 33411, ",28.2028162,83.9666951
Hotel Garden, 3919,Expedia,38,5,https://www.tripadvisor.com/Hotel_-g293891-d1224518--Hotel_Garden-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Phewa Lake Dam Side Pardi,PO Box 239,"Pokhara 33411, ",28.1952045,83.9704924
Hotel 7 Continents, 1783,Booking.com,25,4.5,https://www.tripadvisor.com/Hotel_-g293891-d3700343--Hotel_7_Continents-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Central Lakeside-6,Samikopatan street.,"Pokhara 00977, ",28.237987,83.9955879
Super View Lodge and Restaurant, 1764,Booking.com,52,4,https://www.tripadvisor.com/Hotel_-g293891-d866539--Super_View_Lodge_and_Restaurant-Pokhara_Gandaki_Zone_Western_Region.html,true,true,false,false,1 Sarangkot,Sarangkot Top,"Pokhara 33700, ",28.244605,83.94868
Hotel Pinakini, 3089,Expedia,13,5,https://www.tripadvisor.com/Hotel_-g293891-d13773479--Hotel_Pinakini-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Fewa Marg, ,"Pokhara 33700, ",28.177946,84.0108465
Hotel River Park, 1942,Expedia,55,4.5,https://www.tripadvisor.com/Hotel_-g293891-d1958660--Hotel_River_Park-Pokhara_Gandaki_Zone_Western_Region.html,false,true,true,false,Baidam Road,Lakeside-6,"Pokhara 33700, ",28.2138009,83.9575563
Shanti Guest House, 1499,Booking.com,39,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2703837--Shanti_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Gaurighat -6, Lake Side", ,"Pokhara 33411, ",28.2064259,83.9610453
Suite Inn, 2228,Booking.com,11,5,https://www.tripadvisor.com/Hotel_-g293891-d12836440--Suite_Inn-Pokhara_Gandaki_Zone_Western_Region.html,false,false,false,false,Baidam Road, ,"Pokhara 33700, ",,
Hotel Elia, 797,Booking.com,29,4.5,https://www.tripadvisor.com/Hotel_-g293891-d3385978--Hotel_Elia-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,false, , ,"Pokhara, ",28.237987,83.9955879
Hotel Centre Inn Lake, 2157,Booking.com,34,4.5,https://www.tripadvisor.com/Hotel_-g293891-d7250250--Hotel_Centre_Inn_Lake-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,"Centrepoint, Lakeside-06", ,"Pokhara 33700, ",28.2150827,83.9581603
Himalayan Star Hotel, 882,Booking.com,42,4.5,https://www.tripadvisor.com/Hotel_-g293891-d2537770--Himalayan_Star_Hotel-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Durbamarga, ,"Pokhara 6, ",,
Hotel Immortal Inn, 668,Booking.com,15,5,https://www.tripadvisor.com/Hotel_-g293891-d12513572--Hotel_Immortal_Inn-Pokhara_Gandaki_Zone_Western_Region.html,true,false,false,true,Lalupate Marg, ,"Pokhara 33700, ",28.21215,83.95982
Hotel Pokhara International, 1327,Booking.com,29,4.5,https://www.tripadvisor.com/Hotel_-g293891-d11909031--Hotel_Pokhara_International-Pokhara_Gandaki_Zone_Western_Region.html,true,false,true,false,Durbar Marg, ,"Pokhara 33700, ",28.2078688,83.9610443
