	Name	Price	Provider	Review	Rating	Link	Wifi	Breakfast	Parking	Restaurant
640	Hotel Karuna	NPR 2,554	Booking.com	62 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12172169-Reviews-Hotel_Karuna-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
641	My Hotel	NPR 2,230	Agoda.com	71 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11737091-Reviews-My_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
642	Hotel Raniban Arcade	NPR 3,929	Expedia	87 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11668544-Reviews-Hotel_Raniban_Arcade-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
643	Hotel Celesty	NPR 1,713	Hotels.com	121 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1754901-Reviews-Hotel_Celesty-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
644	Sadhana Yoga Retreat Centre	NPR 2,568	Expedia	293 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1763085-Reviews-Sadhana_Yoga_Retreat_Centre-Pokhara_Gandaki_Zone_Western_Region.html	false	true	false	false
645	Hotel Pokhara View	NPR 2,848	TripAdvisor	84 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8816548-Reviews-Hotel_Pokhara_View-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
646	Hotel Diplomat	NPR 1,296	TripAdvisor	181 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1935387-Reviews-Hotel_Diplomat-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
647	Hotel Fewa Holiday Inn	NPR 1,132	Booking.com	150 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2205612-Reviews-Hotel_Fewa_Holiday_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
648	The Pavilions Himalayas	NPR 15,630	Booking.com	126 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8074524-Reviews-The_Pavilions_Himalayas-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
649	Bishnu Homestay	NPR 1,311	Expedia	58 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8768208-Reviews-Bishnu_Homestay-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
650	Begnas Coffee House	NPR 728	Booking.com	58 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6822944-Reviews-Begnas_Coffee_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
651	Pokhara Eco Resort	NPR 1,406	Expedia	127 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4754595-Reviews-Pokhara_Eco_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
652	Hotel Third Pole	NPR 3,881	Expedia	126 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2467222-Reviews-Hotel_Third_Pole-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
653	Peace Dragon Lodge	NPR 3,380	Expedia	86 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1756745-Reviews-Peace_Dragon_Lodge-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
654	Hotel Fewa Holiday Inn	NPR 1,132	Booking.com	150 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2205612-Reviews-Hotel_Fewa_Holiday_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
655	Shangri-La Village Pokhara	NPR 8,385	Expedia	296 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d338292-Reviews-Shangri_La_Village_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
656	Hotel Snowland	NPR 3,263	Expedia	147 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d951842-Reviews-Hotel_Snowland-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
657	Hotel Crown Himalayas	NPR 2,425	Booking.com	143 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2589957-Reviews-Hotel_Crown_Himalayas-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
658	Hotel Tara	NPR 1,984	Booking.com	182 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3519215-Reviews-Hotel_Tara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
659	Green Tara Hotel	NPR 1,784	Expedia	157 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1230314-Reviews-Green_Tara_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
660	The Castle Resort	NPR 1,828	Expedia	125 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1160591-Reviews-The_Castle_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
661	Hotel Lotus Inn	NPR 892	Expedia	175 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2171825-Reviews-Hotel_Lotus_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
662	Hotel Mantra Inn	NPR 2,192	Booking.com	41 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d10410359-Reviews-Hotel_Mantra_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
663	Hotel Sunflower	NPR 1,070	Booking.com	43 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d9994737-Reviews-Hotel_Sunflower-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
664	Hotel Spring	NPR 2,473	Booking.com	34 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12341970-Reviews-Hotel_Spring-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
665	Nepali Cottage Guest House	NPR 642	Hotels.com	86 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3323301-Reviews-Nepali_Cottage_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
666	Hotel Utsab Himalaya	NPR 4,535	Expedia	47 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8683789-Reviews-Hotel_Utsab_Himalaya-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
667	Hotel Peace Plaza	NPR 1,517	Expedia	178 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1190759-Reviews-Hotel_Peace_Plaza-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
668	Hotel Landmark Pokhara	NPR 6,555	Expedia	349 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1597884-Reviews-Hotel_Landmark_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
669	Hotel ButterCup	NPR 1,164	Expedia	105 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8730714-Reviews-Hotel_ButterCup-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
670	The Lakeside Retreat	NPR 3,950	Expedia	212 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d338301-Reviews-The_Lakeside_Retreat-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
671	New Summit Guest House	NPR 1,495	Booking.com	53 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6480235-Reviews-New_Summit_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
672	Hotel Haven O'Ganga	NPR 3,476	Booking.com	30 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12922890-Reviews-Hotel_Haven_O_Ganga-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
673	Dandelion Hotel	NPR 4,454	Hotels.com	81 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d5605796-Reviews-Dandelion_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
674	Hotel The Coast	NPR 2,447	Booking.com	86 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8814151-Reviews-Hotel_The_Coast-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
675	Hotel SwapnaBagh	NPR 3,286	Booking.com	72 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7279089-Reviews-Hotel_SwapnaBagh-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
676	Hotel Magnolia Pokhara	NPR 1,961	Booking.com	49 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d10754168-Reviews-Hotel_Magnolia_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
677	Zostel Pokhara	NPR 1,634	Booking.com	56 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13230982-Reviews-Zostel_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
678	Hotel Jal Mahal	NPR 6,291	Expedia	80 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d5961184-Reviews-Hotel_Jal_Mahal-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
679	Hotel Peninsula	NPR 2,840	Expedia	123 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2064976-Reviews-Hotel_Peninsula-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
680	Rupakot Resort	NPR 16,651	Expedia	102 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6943065-Reviews-Rupakot_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
681	Da Yatra Courtyard Hotel & Resort	NPR 5,785	Expedia	195 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7209237-Reviews-Da_Yatra_Courtyard_Hotel_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
682	Hotel Virgin Pokhara	NPR 1,070	Booking.com	31 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12934060-Reviews-Hotel_Virgin_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
683	Sweet Dreams Guest House	NPR 1,070	Booking.com	34 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11924561-Reviews-Sweet_Dreams_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
684	Yeti Guest House	NPR 1,694	Booking.com	21 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12909209-Reviews-Yeti_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
685	R&R Guest House	NPR 970	Booking.com	36 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4340901-Reviews-R_R_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
686	Hotel Hakoniwa	NPR 1,071	Booking.com	53 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3870940-Reviews-Hotel_Hakoniwa-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
687	Hotel Harmony	NPR 970	Expedia	33 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7203843-Reviews-Hotel_Harmony-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
688	Hotel Lakefront (P) Ltd.	NPR 4,366	Booking.com	158 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4736884-Reviews-Hotel_Lakefront_P_Ltd-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
689	Hotel Asia	NPR 2,519	Booking.com	79 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3935582-Reviews-Hotel_Asia-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
690	Lake View Resort	NPR 4,251	Expedia	134 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1533065-Reviews-Lake_View_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
691	Placid Valley Lodge	NPR 2,205	Booking.com	50 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1795384-Reviews-Placid_Valley_Lodge-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
692	Hotel Mountain View	NPR 1,096	Expedia	44 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d5982537-Reviews-Hotel_Mountain_View-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
693	Hotel Venus	NPR 1,587	Expedia	23 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7733259-Reviews-Hotel_Venus-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
694	Hotel Center Lake, Pokhara	NPR 2,185	Booking.com	81 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4883891-Reviews-Hotel_Center_Lake_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
695	Galaxy Inn Guest House	NPR 802	Booking.com	26 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7119505-Reviews-Galaxy_Inn_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
696	Blue Planet Lodge	NPR 2,140	Expedia	72 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1917181-Reviews-Blue_Planet_Lodge-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
697	Bagaincha Wellness Resort	NPR 6,239	Expedia	18 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13137942-Reviews-Bagaincha_Wellness_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
698	Hotel Iceland	NPR 4,011	Booking.com	47 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12224021-Reviews-Hotel_Iceland-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
699	Nar-Bis Hotel	NPR 2,587	Booking.com	43 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7897747-Reviews-Nar_Bis_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
700	Hotel Marigold	NPR 802	Booking.com	38 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1631801-Reviews-Hotel_Marigold-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
701	Big Pillow Inn	NPR 4,011	Booking.com	27 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d10040751-Reviews-Big_Pillow_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
702	Tuki Resort	NPR 4,567	Agoda.com	36 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12102123-Reviews-Tuki_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
703	Hotel Garden	NPR 3,919	Expedia	38 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1224518-Reviews-Hotel_Garden-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
704	Katero	NPR 3,568	Expedia	22 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13171624-Reviews-Katero-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
705	Annapurna Mon Village	NPR 2,140	Expedia	45 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7145829-Reviews-Annapurna_Mon_Village-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
706	Top Choice Guest Home	NPR 1,285	Expedia	26 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11897846-Reviews-Top_Choice_Guest_Home-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
707	OYO 11460 Hotel Romantica	NPR 2,136	Agoda.com	38 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12221691-Reviews-OYO_11460_Hotel_Romantica-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
708	Jurassic Resort & Villas	NPR 17,825	Expedia	8 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12186046-Reviews-Jurassic_Resort_Villas-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
709	Hotel Kantipur Pokhara	NPR 5,348	Booking.com	128 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1212135-Reviews-Hotel_Kantipur_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
710	Pokhara Batika	NPR 5,995	Booking.com	54 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12300336-Reviews-Pokhara_Batika-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
711	Himalayan Deurali Resort	NPR 4,851	Booking.com	41 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4105324-Reviews-Himalayan_Deurali_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
712	Hotel Queens Park	NPR 4,850	Agoda.com	68 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11918320-Reviews-Hotel_Queens_Park-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
713	Hotel Guru	NPR 1,961	Booking.com	12 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13817944-Reviews-Hotel_Guru-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
714	Panoramic View Guesthouse Sarangkot	NPR 1,961	Booking.com	40 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2391811-Reviews-Panoramic_View_Guesthouse_Sarangkot-Pokhara_Gandaki_Zone_Western_Region.html	true	true	false	false
715	Hotel God Pigeon	NPR 582	Booking.com	39 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d10074563-Reviews-Hotel_God_Pigeon-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
716	Hotel Lake Side	NPR 3,756	Expedia	24 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1426220-Reviews-Hotel_Lake_Side-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
717	Hotel Stupa	NPR 1,751	Expedia	68 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1197584-Reviews-Hotel_Stupa-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
718	Rustika Guest House	NPR 1,323	Booking.com	48 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2188181-Reviews-Rustika_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
719	Hotel Garden	NPR 3,919	Expedia	38 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1224518-Reviews-Hotel_Garden-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
720	Hotel 7 Continents	NPR 1,783	Booking.com	25 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3700343-Reviews-Hotel_7_Continents-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
721	Super View Lodge and Restaurant	NPR 1,764	Booking.com	52 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d866539-Reviews-Super_View_Lodge_and_Restaurant-Pokhara_Gandaki_Zone_Western_Region.html	true	true	false	false
722	Hotel Pinakini	NPR 3,089	Expedia	13 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13773479-Reviews-Hotel_Pinakini-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
723	Hotel River Park	NPR 1,942	Expedia	55 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1958660-Reviews-Hotel_River_Park-Pokhara_Gandaki_Zone_Western_Region.html	false	true	true	false
724	Shanti Guest House	NPR 1,499	Booking.com	39 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2703837-Reviews-Shanti_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
725	Suite Inn	NPR 2,228	Booking.com	11 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12836440-Reviews-Suite_Inn-Pokhara_Gandaki_Zone_Western_Region.html	false	false	false	false
726	Hotel Elia	NPR 797	Booking.com	29 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3385978-Reviews-Hotel_Elia-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
727	Hotel Centre Inn Lake	NPR 2,157	Booking.com	34 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7250250-Reviews-Hotel_Centre_Inn_Lake-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
728	Himalayan Star Hotel	NPR 882	Booking.com	42 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2537770-Reviews-Himalayan_Star_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
729	Hotel Immortal Inn	NPR 668	Booking.com	15 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12513572-Reviews-Hotel_Immortal_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
730	Hotel Pokhara International	NPR 1,327	Booking.com	29 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d11909031-Reviews-Hotel_Pokhara_International-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
731	Lake Vision Guesthouse	NPR 776	Booking.com	37 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3964686-Reviews-Lake_Vision_Guesthouse-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
732	Hotel Forest Lake & Backpackers Hostel	NPR 1,425	Booking.com	11 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12929632-Reviews-Hotel_Forest_Lake_Backpackers_Hostel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
733	Peace Guest House	NPR 707	Expedia	19 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7998504-Reviews-Peace_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
734	United Hotel	NPR 990	Booking.com	33 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d2558083-Reviews-United_Hotel-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
735	Hotel Harmony	NPR 883	Expedia	33 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7203843-Reviews-Hotel_Harmony-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
736	Little Buddha Guest House	NPR 1,198	Expedia	28 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8003800-Reviews-Little_Buddha_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
737	New Tourist Guest House	NPR 470	Expedia	12 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8778654-Reviews-New_Tourist_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
738	Hotel Bishram	NPR 771	Booking.com	29 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d7998990-Reviews-Hotel_Bishram-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
739	New Future Way Guesthouse	NPR 802	Booking.com	35 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d1629317-Reviews-New_Future_Way_Guesthouse-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	false
740	Hotel DiDi	NPR 1,800	Booking.com	11 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d10280764-Reviews-Hotel_DiDi-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
741	OYO 11455 August Lake Resort	NPR 1,099	Booking.com	34 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d8657132-Reviews-OYO_11455_August_Lake_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
742	Royal Palm Resort	NPR 4,366	Booking.com	12 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d338297-Reviews-Royal_Palm_Resort-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
743	Puskar Guest House	NPR 485	Booking.com	36 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d9793166-Reviews-Puskar_Guest_House-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
744	Jurassic Resort & Villas	NPR 17,825	Expedia	8 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12186046-Reviews-Jurassic_Resort_Villas-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
745	Golden Gate Hotel Pokhara	NPR 2,136	Booking.com	37 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d3651451-Reviews-Golden_Gate_Hotel_Pokhara-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
746	Hotel Guru	NPR 2,288	Expedia	15 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d13478586-Reviews-Hotel_Guru-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
747	Hotel Fishtail Villa Bed and Breakfast	NPR 1,746	Expedia	21 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6206380-Reviews-Hotel_Fishtail_Villa_Bed_and_Breakfast-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
748	Hotel Lakeside Inn	NPR 2,205	Booking.com	13 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6939788-Reviews-Hotel_Lakeside_Inn-Pokhara_Gandaki_Zone_Western_Region.html	true	false	true	false
749	Hotel sublime	NPR 2,761	Booking.com	9 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d12095759-Reviews-Hotel_sublime-Pokhara_Gandaki_Zone_Western_Region.html	false	false	false	false
750	Hotel Nightingale	NPR 1,285	Booking.com	8 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d6201033-Reviews-Hotel_Nightingale-Pokhara_Gandaki_Zone_Western_Region.html	true	false	false	true
751	New Solitary Lodge	NPR 1,428	Expedia	16 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293891-d4083368-Reviews-New_Solitary_Lodge-Pokhara_Gandaki_Zone_Western_Region.html	false	false	false	false
