	Name	Price	Provider	Review	Rating	Link	Wifi	Breakfast	Parking	Restaurant
220	Kathmandu Tourist Home	NPR 1,147	Booking.com	34 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1727026-Reviews-Kathmandu_Tourist_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
221	Hotel Yukhang	NPR 6,215	Expedia	33 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d5075576-Reviews-Hotel_Yukhang-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
222	Dreamland Eco Hostel	NPR 970	Booking.com	10 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10319325-Reviews-Dreamland_Eco_Hostel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
223	Hotel Pashupati Darshan	NPR 1,843	Expedia	10 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6929694-Reviews-Hotel_Pashupati_Darshan-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
224	Hotel Tashi Dhele	NPR 354	Expedia	28 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d338254-Reviews-Hotel_Tashi_Dhele-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
225	Hotel Serenity	NPR 4,005	Booking.com	49 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d9853338-Reviews-Hotel_Serenity-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
226	Traveler's Holiday Inn Pvt. Ltd	NPR 2,134	Booking.com	10 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7240295-Reviews-Traveler_s_Holiday_Inn_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
227	City Hotel and Suites	NPR 4,316	Booking.com	14 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7804045-Reviews-City_Hotel_and_Suites-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
228	Hotel Api	NPR 1,331	Expedia	21 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7133167-Reviews-Hotel_Api-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
229	Eco Home Kathmandu	NPR 2,549	Booking.com	7 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12419749-Reviews-Eco_Home_Kathmandu-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
230	Papaya Hotel Apartment	NPR 3,884	Booking.com	12 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d8539696-Reviews-Papaya_Hotel_Apartment-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
231	Hostel ONE96	NPR 97	Booking.com	32 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10819587-Reviews-Hostel_ONE96-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
232	Hotel Himalayan Oasis	NPR 2,843	Booking.com	31 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12342032-Reviews-Hotel_Himalayan_Oasis-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
233	Hotel Maharaja Palace	NPR 2,911	Expedia	17 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6631354-Reviews-Hotel_Maharaja_Palace-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
234	Newa Home	NPR 1,434	Booking.com	17 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13217216-Reviews-Newa_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
235	Hotel Sweet Town	NPR 1,884	Booking.com	7 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12378426-Reviews-Hotel_Sweet_Town-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	false
236	The Doors Hotel Restro & Bar	NPR 1,766	Booking.com	13 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13330118-Reviews-The_Doors_Hotel_Restro_Bar-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
237	Hotel Marinha Pvt. Ltd.	NPR 4,832	Booking.com	6 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13982480-Reviews-Hotel_Marinha_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
238	Earthkind Cottages	NPR 2,992	Booking.com	8 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13140204-Reviews-Earthkind_Cottages-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
239	Thamel Villa	NPR 6,706	Booking.com	7 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13860042-Reviews-Thamel_Villa-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
240	Hotel Nepal Tara	NPR 2,273	Booking.com	39 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10140085-Reviews-Hotel_Nepal_Tara-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
241	The Glasshouse Hotel	NPR 2,207	Booking.com	9 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12978257-Reviews-The_Glasshouse_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
242	Metro Inn	NPR 2,649	Booking.com	8 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13310811-Reviews-Metro_Inn-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	false
243	Nepal Cottage Resort Pvt. Ltd.	NPR 3,933	Booking.com	18 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13219214-Reviews-Nepal_Cottage_Resort_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
244	Bnb Royal Tourist House	NPR 932	Booking.com	7 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d14030917-Reviews-Bnb_Royal_Tourist_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
245	Amore Guesthouse Kathmandu	NPR 3,387	Expedia	10 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d11885132-Reviews-Amore_Guesthouse_Kathmandu-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
246	Good Vibe Homestay	NPR 1,317	Expedia	14 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10306037-Reviews-Good_Vibe_Homestay-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
247	Pal Rabten Khansar Guest House	NPR 980	Expedia	24 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1023254-Reviews-Pal_Rabten_Khansar_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
248	Traditional Comfort	NPR 10,407	Expedia	162 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10591832-Reviews-Traditional_Comfort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
249	Hotel Crown Plaza	NPR 2,619	Booking.com	8 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10059889-Reviews-Hotel_Crown_Plaza-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
250	Lavee Residence	NPR 6,791	Expedia	4 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12443527-Reviews-Lavee_Residence-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
251	Pataleban Vineyard Resort	NPR 5,821	Expedia	37 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2399060-Reviews-Pataleban_Vineyard_Resort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
252	Marcopolo Business Hotel	NPR 5,733	Expedia	16 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d609097-Reviews-Marcopolo_Business_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
253	Kalsee Eco lodge	NPR 11,641	Expedia	5 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12281180-Reviews-Kalsee_Eco_lodge-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
254	Nepali Ghar Hotel	NPR 6,145	Expedia	6 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d13796783-Reviews-Nepali_Ghar_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
255	Hotel Butsugen	NPR 4,855	Booking.com	14 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12800730-Reviews-Hotel_Butsugen-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
256	Royal Empire Boutique Hotel	NPR 6,180	Expedia	11 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12883259-Reviews-Royal_Empire_Boutique_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
257	Hotel Mudita	NPR 5,978	Hotels.com	5 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12825125-Reviews-Hotel_Mudita-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
258	Nirvana Home	NPR 3,837	Expedia	14 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6537717-Reviews-Nirvana_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
259	Summit Residency	NPR 5,297	Expedia	104 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2165245-Reviews-Summit_Residency-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
260	Boudha Stupa View Guest House	NPR 4,147	Expedia	23 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7653750-Reviews-Boudha_Stupa_View_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
261	Nepal Yoga Home	NPR 5,225	Booking.com	4 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d8834976-Reviews-Nepal_Yoga_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
262	Mahadev Hotel	NPR 3,881	Booking.com	12 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3799753-Reviews-Mahadev_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
263	Allied Hotel	NPR 2,317	Expedia	7 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d8705063-Reviews-Allied_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
264	Kubeyra Mahal Hotel	NPR 2,910	Expedia	9 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6580201-Reviews-Kubeyra_Mahal_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
265	Friendship Home Stay	NPR 2,425	Booking.com	28 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6418180-Reviews-Friendship_Home_Stay-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
266	Kathmandu Homestay	NPR 2,161	Booking.com	24 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d4373505-Reviews-Kathmandu_Homestay-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
267	Hotel Hema	NPR 3,512	Booking.com	10 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12297368-Reviews-Hotel_Hema-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
268	OYO 123 Hotel Prince Plaza	NPR 1,649	Booking.com	21 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d8858911-Reviews-OYO_123_Hotel_Prince_Plaza-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
269	Kathmandu Garden Home	NPR 1,764	Booking.com	4 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d11863034-Reviews-Kathmandu_Garden_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
270	Pema guest house	NPR 1,196	Booking.com	4 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12922138-Reviews-Pema_guest_house-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
271	Hotel Wanderlust	NPR 194	Booking.com	15 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10064733-Reviews-Hotel_Wanderlust-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
272	Hotel Northfield	NPR 2,164	Booking.com	50 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1897716-Reviews-Hotel_Northfield-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
273	Chhaimale Resort	NPR 3,639	Expedia	20 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d8090825-Reviews-Chhaimale_Resort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
274	Le Rhododendron Chambres d'Hotes	NPR 1,536	Booking.com	31 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3140028-Reviews-Le_Rhododendron_Chambres_d_Hotes-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Regio.html	true	false	true	false
275	Hotel Sisters Home	NPR 1,937	Expedia	7 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6932267-Reviews-Hotel_Sisters_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
276	Hotel Everest Mount Holiday	NPR 1,995	Expedia	23 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1637581-Reviews-Hotel_Everest_Mount_Holiday-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
277	Pal Rabten Khansar Guest House	NPR 980	Expedia	24 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1023254-Reviews-Pal_Rabten_Khansar_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
278	Monkey Temple Homestay	NPR 514	Expedia	12 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d12237143-Reviews-Monkey_Temple_Homestay-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	false
279	Traditional Comfort	NPR 8,414	Expedia	162 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d10591832-Reviews-Traditional_Comfort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
280	Hotel Friends Home	NPR 2,381	Booking.com	1,402 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3861343-Reviews-Hotel_Friends_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
281	Hotel Shanker	NPR 5,967	Booking.com	1,308 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d308286-Reviews-Hotel_Shanker-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
282	Kantipur Temple House	NPR 6,136	Booking.com	889 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d338257-Reviews-Kantipur_Temple_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
283	Aria Boutique Hotel & Spa	NPR 4,358	Expedia	324 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3726483-Reviews-Aria_Boutique_Hotel_Spa-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
284	Heritage Home Hotel & Guest House	NPR 1,283	Expedia	78 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3198868-Reviews-Heritage_Home_Hotel_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
285	Hotel Thamel	NPR 2,910	Booking.com	401 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d457088-Reviews-Hotel_Thamel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
286	Thamel Eco Resort	NPR 3,101	Expedia	394 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2081408-Reviews-Thamel_Eco_Resort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
287	Hotel Ganesh Himal	NPR 1,967	Booking.com	685 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d799255-Reviews-Hotel_Ganesh_Himal-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
288	Hotel Silver Home	NPR 984	Expedia	731 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1539095-Reviews-Hotel_Silver_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
289	Hotel Buddha	NPR 2,596	Booking.com	403 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1885137-Reviews-Hotel_Buddha-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
290	Crowne Plaza Kathmandu-Soaltee	NPR 22,055	Expedia	1,016 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d299163-Reviews-Crowne_Plaza_Kathmandu_Soaltee-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	true	false
291	Shangri-La Hotel Kathmandu	NPR 9,510	Hotels.com	525 reviews	3.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d310330-Reviews-Shangri_La_Hotel_Kathmandu-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
292	Dwarika's Hotel	NPR 26,310	Booking.com	1,195 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d310327-Reviews-Dwarika_s_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	false	true
293	Hotel Mums Home Pvt Ltd	NPR 2,273	Booking.com	827 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d5484795-Reviews-Hotel_Mums_Home_Pvt_Ltd-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
294	Shambaling Boutique Hotel	NPR 3,934	Expedia	523 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3396796-Reviews-Shambaling_Boutique_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
295	Hyatt Regency Kathmandu	NPR 13,703	Booking.com	1,783 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d305970-Reviews-Hyatt_Regency_Kathmandu-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	false	true	false
296	Kathmandu Guest House	NPR 4,901	Expedia	1,388 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d308288-Reviews-Kathmandu_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
297	Shree Tibet Family Guest House	NPR 714	Booking.com	451 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1224300-Reviews-Shree_Tibet_Family_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	false
298	Ambassador Garden Home	NPR 3,440	Booking.com	715 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1423502-Reviews-Ambassador_Garden_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
299	Hotel Shambala	NPR 8,544	Expedia	494 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d5970335-Reviews-Hotel_Shambala-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
300	OYO 11477 Backyard Hotel	NPR 1,830	Expedia	640 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2039307-Reviews-OYO_11477_Backyard_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
301	Trekkers' Home	NPR 714	Booking.com	762 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d4341873-Reviews-Trekkers_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
302	Gokarna Forest Resort	NPR 12,183	Expedia	971 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d412080-Reviews-Gokarna_Forest_Resort-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	false	true	true	false
303	Hotel Tibet	NPR 7,801	Expedia	520 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d338255-Reviews-Hotel_Tibet-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
304	Kathmandu Grand Hotel	NPR 2,952	Booking.com	889 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1224154-Reviews-Kathmandu_Grand_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
305	Radisson Hotel Kathmandu	NPR 11,767	Expedia	1,201 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d305973-Reviews-Radisson_Hotel_Kathmandu-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
306	Dalai-La Boutique Hotel	NPR 8,029	Expedia	650 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7138276-Reviews-Dalai_La_Boutique_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
307	Hotel Tibet International	NPR 9,968	Expedia	656 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2338446-Reviews-Hotel_Tibet_International-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
308	Hotel Annapurna	NPR 11,263	Expedia	599 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d304701-Reviews-Hotel_Annapurna-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
309	Hotel Yak & Yeti	NPR 12,193	Hotel Yak and Yeti	1,326 reviews	4 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d305977-Reviews-Hotel_Yak_Yeti-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
310	Kantipur Temple House	NPR 6,762	Booking.com	889 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d338257-Reviews-Kantipur_Temple_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
311	Tibet Peace Inn	NPR 1,552	Booking.com	378 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7360353-Reviews-Tibet_Peace_Inn-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
312	Norbulinka Boutique Hotel	NPR 2,885	Expedia	265 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d457083-Reviews-Norbulinka_Boutique_Hotel-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
313	Hotel The Great Wall	NPR 1,420	Expedia	192 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1674237-Reviews-Hotel_The_Great_Wall-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
314	Hotel Nepalaya	NPR 1,566	Booking.com	660 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d2205706-Reviews-Hotel_Nepalaya-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	true	false
315	Potala Tourist Home	NPR 1,176	Booking.com	128 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d3241470-Reviews-Potala_Tourist_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
316	Khangsar Guest House	NPR 927	Booking.com	538 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1229568-Reviews-Khangsar_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	true
317	Hotel Mi Casa	NPR 4,746	Booking.com	549 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d6216125-Reviews-Hotel_Mi_Casa-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
318	Hotel Osho Home	NPR 2,170	Booking.com	455 reviews	5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d7208497-Reviews-Hotel_Osho_Home-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	true	false	false
319	Shree Tibet Family Guest House	NPR 802	Booking.com	451 reviews	4.5 of 5 bubbles	https://www.tripadvisor.com/Hotel_Review-g293890-d1224300-Reviews-Shree_Tibet_Family_Guest_House-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html	true	false	false	false
